name,address,year_installed,artist,landmark_designation_date,latitude,longitude,zip_code,type,description_of_artwork
This is Lakeview,3409 N. Paulina,60657,Lauren Asta,,41.94362991,-87.67106145,60657,Mural,"�Creating public artwork allows me to visually stimulate an audience and inspire them with my cast of characters doing what they do best: being humorous about the human experience. The enormous amount of intentional memories created in front of my murals are so profound it should continually remind us that art is an extremely important part of our lives. People watch and document the process from start to finish and ultimately feel attached to the project. Art creates an emotional connection within us. It allows us to pay attention and to be connected to it and thus be connected with others. My desire to contribute something positive and worthwhile is so strong one might say art is what makes me feel human. This project was a great experience and example of why public art is so important. I wanted the community to be proud of something positive that belongs to them. To have it be a constant reminder to be bold, to flex the hustle, and to hopefully have the desire to create something�big or small.�
THIS IS LAKEVIEW is funded by Special Service Area 27, whose mission is to support a vibrant local economy and high quality of life for the benefit of Lakeview businesses and residents by improving and enhancing public streets and spaces, creating memorable experiences, encouraging spending locally and promoting the neighborhood. The mural is part of the Lakeview Low-Line, which re-envisions the half-mile space beneath the CTA �L� tracks between Southport and Lincoln avenues as an exciting Chicago art destination and a fun and dynamic path connecting Lakeview. Learn more at www.lakeviewlowline.com."
Las Puertas de Paseo Boricua,2628 West Division St,60622,Cristian Roldan,,41.90306762,-87.69314756,60622,Mural,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
We Own The Future,916 S Wabash,60605,Shepard Fairey,,41.87004169,-87.6260414,60605,Mural,"Columbia College Chicago has teamed up with Shepard Fairey (OBEY series, Obama HOPE) and three other�Art Alliance: The Provocateurs�artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with�Lollapalooza. Four of the top names in subversive street art�Shepard Fairey, Cleon Peterson, POSE, and RETNA�have used the corridor as their �living urban canvas,� injecting provocative, large-scale artworks into one of Chicago�s major emerging art scenes.�The outdoor art, as part of the Wabash Arts Corridor, will remain indefinitely."
Black Women Emerging,4112 South Cottage Grove Ave,60653,Justine Presha' DeVan,,41.81992522,-87.60693771,60653,Mural,"Artist Justine Presha'' DeVan. 1977. Black Women Emerging is a mural dedicated to African-American women; many female community members, young and old, helped prime and paint the mural. From 1977"
RORA,536 West Erie St,60654,Ginny Sykes,,41.89399188,-87.64284995,60654,Mural,"(At Erie St and the Chicago River). 1999. Artist Ginny Sykes. The title of this two part mosaic is Rora, a Potowami word that means '"confluence'". This abstracted mosaic represents the past, present, and future of the Chicago River and its relationship with the City. From 1999"
The Great Wall of Chicago,8701 South Vincennes Ave,60620,Rahmaan Statik,,41.736157,-87.645218,60620,Mural,"In The Great Wall of Chicago, Statik situates portraits of Auburn Gresham residents in an environment that is both local and cosmic. Improving oneself and one’s community is a central and unifying theme."
Wall of Hope,1856 South Loomis,60608,"Jesus '"Chucho'" Rodriguez",,41.85615719,-87.66141803,60608,Mural,"Yollocalli students, along with Chucho created a powerful a mural titled, '"Wall of Hope'" for the local Pilsen organization, San Jose Obrero Mission. The mural displays awareness and commitment to the community."
Becoming,4400 West Roscoe St,60641,"Northwest
Arts
Connection with AnySquared Projects
Tracy Kostenbader, Rosa Pineda, and Holiday Gerry",,41.94271413,-87.73722091,60641,Mural,"Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question, “What does urban renewal or urban evolution mean to this area?”"
Vivian Maier,1651-53 W North Ave,60622,Eduardo Kobra,,41.91049264,-87.66975616,60622,Mural,
Rompiendo Las Cadenas/Breaking the Chains,1458 North Rockwell St,60622,John Pitman Weber,,41.90834907,-87.69222102,60622,Mural,"Artist John Pitman Weber. 1971. This mural depicts '"community unity in their attempts to break the chains of poverty'". From 1971 (http://picasaweb.google.com/chicagopublicartgroup/1971?feat=embedwebsite)"
Letter R,1668 N Ada Street,60642,Marry Tonnu,,41.91266881,-87.66224173,60642,Mural,
Desenredando Fronteras (Unraveling Borders #2),1306 S Michigan,60605,Hector Duarte,,41.8655389,-87.62425739,60605,Mural,"(Photo Credit: Sandra Steinbrecher)I relate everything with this theme to immigration. The butterfly flies from Canada to Mexico. The butterflies fly freely, and the human being does not�they go and come back."
Belmont & Kedzie,3141-3199 n. Kedzie,60618,Justus Roe,,41.93872608,-87.70750408,60618,Mural,abstract landscape painting
reckless behavior,"1601 W. Chicago Ave, Chicago IL 60622",60622,Persue,,41.89596285,-87.6673493,60622,Mural,mural
Passage of souls,2598 S Ridgeway Ave,60623,Jay Jasso,,41.84442031,-87.71860171,60623,Mural,Colorful indigenus style mural made with paint a journey from the living to the atler world with skulls.
King of Peace,5804–5856 South Damen Ave,60636,"Cyd Smillie with
Arts Alive Chicago",,41.78828920000001,-87.67428131,60636,Mural,"Cyd Smillie worked with Henderson Elementary students and faculty on the theme of peace for two corresponding murals on the walls of the Damen underpass—Messages on the east side, and King of Peace on the west side. King of Peace was designed by Henderson Elementary art teacher Darrell Pulliam, while Cyd Smillie designed Messages with the Henderson students."
Re:Thinking,5299 W Ainslie Street,60630,Cyd Smillie,,41.96912057,-87.75960758,60630,Mural,Painted mural on the north wall of Up/Metra underpass. It features a figure in blue with bobbles emanating from the head. Inside 30 of the bubbles are �science� images. As the mural extends outward from the center at both ends there is some digital code and finally the universe. This mural was funded by local businesses and painted with the help of community residence.
Letter P,1765 N Elston Ave,60642,Marry Tonnu,,41.91474261,-87.66497833,60642,Mural,
Mother Nature,2712 South Sawyer Ave,60623,Chema Skandal,,41.84224508,-87.706336,60623,Mural,"This mural was created by Yollocalli Public Art Interns along with teaching Artists Chema Skandal and Joseph J. Mora. The mural depicts a girl surrounded by greenery and patterns, bringing life to the wall."
The Dream,430 W 35th Street,60616,Cyd Smillie,,41.83097343,-87.63749845,60616,Mural,"Arts Alive Chicago spearheaded this massive mural project on 35th street that included over 200 volunteers and community members painting Cyd Smillie�s designs. The north wall, �The Dream� traces the dreams of a baseball fan learning how to play the game, hit the winning homerun and celebrating with a parade. This mural includes images of local architectural landmarks, the Sox mascot and long time organ player and many others."
Uptown Love,4615 N Clifton Avenue,60640,Justin Weidl,,41.96589726,-87.65871665,60640,Mural,
Beacon of Light,2153 South Millard Ave,60623,Rahmaan Statik,,41.85244347,-87.71609412,60623,Mural,
Descending To Heavan,710 S Wabash,60605,Darryll Schiff,,41.87291134,-87.62610847,60605,Mural,"The vinyl mural is 24 x 56 photograph entitled �Descending to Heaven.� Schiff�s project was completely funded with a Kickstarter campaign by the people within the community and will help add to WAC and Chicago�s growing artistic reputation. The piece is a reimagining of Jitish Kallat�s�Public Notice 3,�based on comments regarding the evolution and devolution of religious tolerance over the last two centuries."
untitled,"1741 W. Chicago Ave, Chicago IL 60622",60622,EELCO,,41.89589515,-87.67140623,60622,Mural,fa�ade mural
,1551 W Homer Street,60642,Afrokilla,,41.91720864,-87.66683738,60642,Mural,"Afrokilla is a Chicago-based artist jamming out public art murals, live painting at events, and creating art pieces with raw, colorful expression that bursts out of every piece."
Harmony,525 S State St.,60605,Ben Eine,,41.87517906,-87.62747379,60605,Mural,"London-based artist, Ben Eine, uses brightly colored lettering in his signature circus-y font to create his mural, Harmony, stretching 240 feet long and 30 feet tall, with its base starting about 17 feet off the ground."
Standing Wave,1001 S. State,60605,Justus Roe,,41.86983981,-87.62733224,60605,Mural,"(Photo Credit: Sandra Steinbrecher) While working on this project Justus Roe stated, �All of my pieces are inspired by a combination of the location, the audience, and my own aesthetic style and progression. The work is an abstraction of metropolitan landscapes and experiences executed through a learned, but spontaneous improvisational style done in the moment.� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
Where We Come From...Where We're Going,1535 East 56th St,60637,Olivia Gude,,41.79324823,-87.58783258,60637,Mural,"Completed 1992. Artist Olivia Gude. Located on the viaduct of a METRA station, this mural is unique: it''s an oral history mural. The Artist interviewed passerbys at the site, asking them '"Where are you coming from? Where are you going?'". Their varied answers formed the theme and design of the mural. From 1992"
Far Beyond,2510 South Kildare Ave,60623,Chema Skandal,,41.84559878,-87.73122946,60623,Mural,Yollocalli Public Art Interns along with Teaching Artists Chema Skandal and Joseph J. Mora. The mural centers around a cougars head that is made up of many shapes giving it a very geometric look. The wall includes a wide array of colors and has a outterspace like background.
untitled,330 N MacChesney Court,60601,Revise CMW,,41.88761537,-87.62530112,60601,Mural,Nature found amidst the chaos and grit of the urban landscape. It's bright and alien with a lot of movement. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
untitled,25 E Monroe St,60603,Raul Ra,,41.88066939,-87.62680815,60603,Mural,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Follow Your Dreams,2845 S Komensky Ave,60623,"Jospeh '"Sentrock'" Perez",,41.839311,-87.725158,60623,Mural,"This mural is intended give students at Eli Whitney a reminder to no give up on their goals and to always follow their dreams. The mural depicts a cat holding a school diploma along with the phrase '"Follow your dreams'""
Fonte's World,173 n State St,60601,Fonte,,41.88519764,-87.62778079,60601,Mural,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Wild Life,1306 S Michigan,60605,Eelco Van Den Berg,,41.8655389,-87.62425739,60605,Mural,(Photo Credit: Sandra Steinbrecher) Wild life shows the animals in their changed habitat. Through the metaphor of today's society where we are packed up in it�s galaxy. All reaching for the same star.
Letter K,1907 N Mendell Street,60642,Marry Tonnu,,41.91695917,-87.66535085,60642,Mural,
I Welcome Myself to a New Place,11235 South Cottage Grove Ave,60628,"Olivia Gude, Marcus Jefferson, and Jon Pounds",,41.68989352,-87.61035692,60628,Mural,"Completed 1988. Artists Olivia Gude, Marcus Jefferson, and Jon Pounds. This collaborative mural was painted by a multi-generational group from Roseland and Pullman. The Artists worked with over 100 volunteers to create a mural that connects and unifies the two communities '"bridging the gap'". From 1988"
Untitled,2022 West Cermak Road,60608,Chris Silva,,41.8522701,-87.67680379999999,60608,Mural,
Feed Your Child the Truth,819 E. 50th Street,60615,Bernard Williams,,41.803892,-87.60544,60615,Mural,"Completed 1994. Artist Bernard Williams. Feed Your Child the Truth is a celebration of African-American arts and culture. Mural images include African masks, Reverend Jessie ''Ma'' Houston, and other community members. From 1994"
Triple Heart Bypass,2944 West 26th St,60623,Chris Silva,,41.84474582,-87.69949581,60623,Mural,This mural was created with 15 Yollocalli youth interns/collaborators with lead Artist Chris Silva in the summer of 2015.
Longroom West,1612 W Irving Park Rd #1,60613,Justus Roe,,41.95439275,-87.66958709,60613,Mural,abstract landscape painting
"'"After Vivaldi'"",5300 N Elston Ave,60630,Cyd Smillie,,41.97739667,-87.75546963,60630,Mural,Painted mural on both sides of Metra underpass on Elston. It features images of flore and fauna of the area thru the four season. This mural was funded by local businesses and painted with the help of community residents.
Welcome to Loyal Yolotl,2801 South Lawndale Ave,60623,Lunar New Year,,41.84059445,-87.71698352,60623,Mural,"Led by Newark-based street Artist Lunar New Year, This mural was painted in the summer of 2014."
Norridge,8213 W Berwyn Ave,60656,Justus Roe,,41.97532879,-87.83234712,60656,Mural,abstract landscape painting
Under LSD Mural,4400 N Lake Shore Drive,60613,Tony Passero,,41.96202716,-87.64663966,60613,Mural,
Monarch Odyssey,3036 W. Newport Ave,60618,Christian  Estrada Paz,,41.943909999999995,-87.70361,60618,Mural,
Las Puertas de Paseo Boricua,2716 West Division St,60622,Sam Kirk,,41.90305045,-87.69515290000001,60622,Mural,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
Alley of Dreams,2424 N Lincoln Ave,60614,Mac Blackout,,41.92593792,-87.64966458,60614,Mural,Mural on exterior ally wall of Lincoln Hall.
"I am you, you are me",634 S. Wabash,60605,Ricky Lee Gordon,,41.87366551,-87.62612548,60605,Mural,"(Photo Credit: Sandra Steinbrecher) Ricky Lee Gordon is a self-taught artist born in Johannesburg, previously working under the pseudonym Freddy Sam. In this piece Gordon deals with non-duality and interconnectedness.
While working on this piece Gordon state, � I chose to paint the leather jacket to connect with the hide of the horse. Fashion has become a second skin . . .  it seems to be a way for us to feel included and give us a sense that we belong or fit in.� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
Provocateurs Series,33 E. Congress,60605,Retna,,41.87557316,-87.62637611,60605,Mural,"Columbia College Chicago has teamed up with Shepard Fairey (OBEY series, Obama HOPE) and three other Art Alliance: The Provocateurs artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with Lollapalooza. Four of the top names in subversive street art�Shepard Fairey, Cleon Peterson, POSE, and RETNA�have used the corridor as their �living urban canvas,� injecting provocative, large-scale artworks into one of Chicago�s major emerging art scenes. The outdoor art, as part of the Wabash Arts Corridor, will remain indefinitely.
�Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre,� said Shepard Fairey, artist and curator of The Provocateurs. �It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.�"
Kaleidoscope of Hidden Worlds,100 West Fullerton Pkwy,60614,Renee Robins,,41.926212799999995,-87.63140532,60614,Mural,
upnup,5347 N. Clark Street,60640,Brett Whitacre,,41.97941448,-87.66814328,60640,Mural,
We are Titans,7212 N Clark Street,60626,Chicago Math and Science Academy Art Students,,42.01303498,-87.67485599,60626,Mural,
Fly Higher,1901 South Wood St,60608,"Jospeh '"Sentrock'" Perez",,41.85585969,-87.67089948,60608,Mural,"In the spring of 2016, a select group of street art students helped Sentrock complete this mural in Pilsen (just a few blocks from our mothership, the National Museum of Mexican Art)."
Farmer's Market Mural,1815 W 95th St,60643,Elaine Miller,,41.72102669,-87.66812934,60643,Mural,
Alley Wall Project,1401 W 18th St,60608,"Ricardo Martinez, FEDZ, Thomas, Axel",,41.85776469,-87.66138509,60608,Mural,"Thanks to Alderman Solis and his Art in Public Spaces Initiative, Yollocalli Youth have been able to create works of art in the alley by their 1401 W 18th street building."
Another Time Remembers my Passion's Humanity,3947 South Michigan Ave,60653,Michelle Caton and Calvin Jones,,41.82241688,-87.62303736,60653,Mural,
King of the Streets,4600 N Magnolia Ave,60640,Rodney Duran,,41.96543519,-87.66117219,60640,Mural,
Standing Wave,1001 S State St,60605,Justus Roe,,41.86983981,-87.62733224,60605,Mural,abstract landscape painting
People's Park Mural,6200 South Drexel Ave,60637,Kristal Pacheco,,41.7821713,-87.60449190000001,60637,Mural,2000. Artist K. Pacheco. This Woodlawn area mural highlights the important and influential people of the area.
Las Puertas de Paseo Boricua,2647 West Division St,60622,Sam Kirk,,41.90284248,-87.69383254,60622,Mural,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
West Town in bloom,"1914 W. Chicago Ave, Chicago IL 60622",60622,Ouizi,,41.89604998,-87.67526671,60622,Mural,mural
Muddy Waters Tribute,17 N State,60602,Eduardo Kobra,,41.88245665,-87.62770005,60602,Mural,"(Photo Credit: Sandra Steinbrecher) Brazilian artist, Eduardo Kobra specializes in �memory walls,� meaning  that are specific to the community in which he is painting and evoke a certain nostalgia within the residents of that specific area. Chicago�s �memory wall� depicts legendary blues musician, Muddy Waters, was the perfect icon for this monumental wall.
The creation of this mural was a team effort and thanks go to several people, including Marc Realty, Beauty and Brawn Gallery & Think Space!"
Airplanes,2900 W. Chicago Ave,60622,Diego Aguilar,,41.895811,-87.699483,60622,Mural,Paint
"Hands In Solidarity, Hands In Freedom",37 South Ashland Ave,60607,Daniel Manrique Arias,,41.88026691,-87.66661644,60607,Mural,Artist Daniel Manrique Arias. 1997. Also known as the Cross-Border Community/Labor Mural Project. The mural is located on the United Electrical Workers Union Hall and was completed with the help of young Chicago Artists. From 1997
Coles,2338 N Milwaukee Ave,60647,Justus Roe,,41.92359712,-87.69871397,60647,Mural,abstract landscape painting
The Love I Vibrate,3245 North Halstead Street,60657,"Sandra Antongiorgi, Andy Bellomo, and Sam Kirk",,41.94130275,-87.64916269,60657,Mural,"Located at the Howard Brown Health Center, the mural features an image of holistic healer and interdisciplinary artist Kiam Marcelo Junio, and pays tribute to the countless artsits, hard-working activists, healers, teachers, leaders, and queers who work to bring the community together."
Peace Mural Project (Phase II)- We Pledge Allegiance Mural,4918 W. 64th Street,60638,Nicole Beck,,41.77665106,-87.74555108,60638,Mural,"We worked together collaboratively in this art program and became friends. We learned how to express ourselves through
art when we created designs about how to respect nature here in Illinois. We learned to work as a team creating this
beautiful gift to our school, our garden and our playground. We created a peaceful space for nature & play.
This mural was inspired by this garden and our playground at Fleming that is right across the street from Midway Airport.
Last year�s mosaics were about Peace. This year�s mural was about nature and taking care of nature.
We designed a mural that is based on the American Flag covered in patterns and images from Midwestern birds, insects,"
Las Puertas de Paseo Boricua,2735 West Division St,60622,Reynaldo Rodriguez,,41.90282362,-87.69583673,60622,Mural,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
Preventing WWIII,2350 West 18th St,60608,Marcos Raya,,41.85743699,-87.68541235,60608,Mural,
Untitled,4615 N Clifton Ave,60640,Anthony Lewellen,,41.96589726,-87.65871665,60640,Mural,
Letter A,1721 N Elston Ave,60642,Marry Tonnu,,41.91372879,-87.66422291,60642,Mural,
,1551 W Homer Street,60642,Sub(urban) Warrior,,41.91720864,-87.66683738,60642,Mural,"(sub)urban warrior is an artist working out of the Chicago suburbs with an urban vibe to her work. She is influenced by street art and fine art masters, and she blends the two genres together, paying homage to each of them in her own way."
The Wave,619 S. Wabash,60605,Andrea Dunn,,41.8739881,-87.62583967,60605,Mural,"(Photo Credit: Columbia College Chicago) '"The Wave'" is part of a larger series called �Plastic Paradise,� which explores the relationship of man-made materials and natural landscapes. In the series, plastic bags are carefully sculpted into abstract scenes through posing and lighting. This specific image gives the illusion of depth to the building''s facade while the vibrant blues bring energy to the city block. Andrea Dunn was the winner of the 2016 People�s Choice WAC mural, and also won the alumni design contest for the photo project that hangs above the new ShopColumbia."
The People of the Garden,4211 West Diversey Ave,60639,Jeff Zimmermann,,41.93161734,-87.73192907,60639,Mural,"Celebrated nationally and internationally for his murals, Zimmermann uses pop culture imagery, combined with thoughtful portraits of everyday residents, to celebrate and comment on the communities he memorializes in his murals."
Hawthorne,"3319 N Clifton Ave, Chicago, IL 60657",60657,Justus Roe,,41.94228994,-87.65767253,60657,Mural,abstract landscape painting
Calling Forth the Spirit of Peace,3200 West North Ave,60647,Jeffery Cook and Phil Schuster,,41.910224299999996,-87.70703651,60647,Mural,"Completed 1993. Artists Jeffery Cook and Phil Schuster. This cement relief mural is located on the wall of the Illinois National Guard Armory. The artists worked with a youth team, who helped them decide the mural should reflect a message of peace, an important message for the violence filled neighborhood and the United States Military. From 1993"
Bison,4654 North Broadway,60640,Rodney Duran,,41.96675345,-87.65849862,60640,Mural,
"Sauganash Mural Project, South Wall",4300 W. Peterson Avenue,60646,Todd Osborne and Tracy VanDuinen,,41.99014944,-87.73627807,60646,Mural,
untitled,"1916 W. Chicago Ave, Chicago IL 60622",60622,Amuse126,,41.89604872,-87.67535123,60622,Mural,fa�ade mural
Chicago Christian Industrial League Mural & Bricolage,1146 South California Ave,60612,Damon Reed,,41.86689419,-87.69605988,60612,Mural,
untitled,"1913 W. Chicago Ave, Chicago IL 60622",60622,Lauren Asta,,41.895832299999995,-87.67514009,60622,Mural,fa�ade mural
MAKE,1549 N Bell Ave,60622,Chad Kouri,,41.91000379,-87.68340625,60622,Mural,
Aren't I A Womyn?,1147 North Western Ave,60622,Dzine and Olivia Gude,,41.90262318,-87.68686934,60622,Mural,"Artist Dzine and Olivia Gude. 1993. This spraypaint and acrylic mural is located at Clemente High School. The 107 ft. mural includes text and images that celebrate the strength of '"Third world women'". From 1993"
Letter S,1411 W Wabansia Ave,60642,Marry Tonnu,,41.91327975,-87.66306441,60642,Mural,
Si Se Puede,13th and Michigan,60605,Sam Kirk,,41.865789,-87.62472,60605,Mural,
Pajaro Cosmico,1600 South Ashland Ave,60608,REMED,,41.85955978,-87.66634385,60608,Mural,This mural was painted by Yollocalli youth & lead Artist REMED in the summer of 2013 through Pilsen's Art in Public Places Initiative.
Scully on Clark,4913 N Clark Street,60640,Sam Ramirez,,41.97215652,-87.66772009999998,60640,Mural,
Memory Masks,1525 West 60th St,60636,Marcus Akinlana,,41.78483675,-87.66307056,60636,Mural,"Completed 1992. Artist Marcus Akinlana. The three large scale '"Memory Masks'", located on the exterior of the Boulevard Arts Center, represent the tri-cultural heritage prevalent amoung Chicago''s population."
Tribute to the Fish of Lake Michigan,1400 W Pratt Blvd,60626,Amanda Paulson,,42.00547,-87.66628,60626,Mural,
Baseball Rules,430 W 35th Street,60616,Cyd Smillie,,41.83097343,-87.63749845,60616,Mural,"The south wall, �Baseball Rules� is based on a movie quote, �There is only three rules in baseball: you throw the ball, you hit the ball, you catch the ball� with images of Jack McDonald pitching, Frank Thomas hitting and Carleton Fisk, and Dwayne Wise."
Letter F,1304 W Cortland Street,60642,Marry Tonnu,,41.91719946,-87.66038688,60642,Mural,
Untitled,527 S. Wells,60607,Ella & Pitr,,41.87508903,-87.63349916,60607,Mural,"(Photo Credit: Sandra Steinbrecher) While working on this project Ella + Pitr stated, �Our inspiration for the Native American of Chicago is the roots of America. Chicago is an old native name and the story of the city is directly linked with native people� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
Loop Tattoo,63 East Lake St,60601,Johanna Poethig,,41.88561970000001,-87.62576044,60601,Mural,Artist: Johanna Poethig. 2005.
Community Sparks Innovation,4101 N Broadway,60613,Brandin Hurley,,41.95717,-87.65202,60613,Mural,
Woodlawn Gateway at 65th,1415 East 65th St,60637,Green Star Movement,,41.77682307,-87.5902564,60637,Mural,"Green Star Movement, with the help of approximately 500 volunteers, created this mosaic to celebrate the Woodlawn neighborhood and its culture. Elaborate portraits of notable figures, including Barack Obama, Michelle Obama, and singer Minnie Riperton are shaped out of tile. Photographs embedded in the material memorialize other former residents—including Emmett Till and Muhammad Ali. Further highlighting Woodlawn’s rich history, imagery from the front page of the Chicago Crusader, a newspaper headquartered in the neighborhood, is prominently displayed within the mosaic."
Grow and Flow,1319 W Wilson Avenue,60640,Molly Z,,41.9652373,-87.66336940000001,60640,Mural,The Public Barber
untitled,25 E Monroe St,60603,Rojo,,41.88066939,-87.62680815,60603,Mural,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Who Do You Love?,72 E. 11th Street,60605,Tarachy,,41.86940381,-87.62483711,60605,Mural,"(Photo Credit: Sandra Steinbrecher) While working on this project Tararchy stated, �The images of people at peace, in yoga poses, are meant to inspire and suggest peace. The snake is a rich symbol in our collective unconscious and is meant as a reminder of our �dark-side�-  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
"'"Take off'"",1857 W Chicago Ave,60622,Bunny!XLV (AKA James Nienhuis),,41.89584436,-87.67441024,60622,Mural,"Mural titled �Take Off� commissioned by property owner to add to the already colorful stretch of Chicago Avenue in Ukranian Village. The elephant is as a symbol of good luck. Also, a nod to Save The Elephant."
rise & shine,"1760 W. Chicago Ave, Chicago IL 60622",60622,Collaboration: Lie and Lucx,,41.89610267,-87.67211595,60622,Mural,mural
Under City stone,5506 South Lake Park Ave,60637,Carol Yasko,,41.79493407,-87.58773626,60637,Mural,
Your Place or Mime?,251 N. Garland Court,60601,Afrokilla,,41.88649773,-87.6251595,60601,Mural,"This mural is dedicated to '"2019 Year of Chicago Theatre'" depicting two mimes that each represent happy and sad emotions through theatre. The skull is a representation of spiritual connectivity, a signature mark by Chicago artist, Afrokilla. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation."
,1551 W Homer Street,60642,Blake Jones,,41.91720864,-87.66683738,60642,Mural,"Blake Jones is an artist that works with bright colors, animated characters, and so much creativity that shows throughout his artwork"
Las Puertas de Paseo Boricua,2554 West Division St,60622,John Vergara,,41.90308144,-87.6916373,60622,Mural,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
North Center,4015 N Maplewood Ave,60618,Justus Roe,,41.95448986,-87.69193459,60618,Mural,abstract landscape painting
Letter O,1690 N Elston Ave,60642,Marry Tonnu,,41.91290391,-87.66394498,60642,Mural,
Seiche,1400 w. Estes st.,60626,Justus Roe,,42.01167188,-87.66589537,60626,Mural,abstract landscape painting
Bidi Bidi Bom Bom,2506 South Kedzie Ave,60623,Pop Up Mural Shop,,41.84607182,-87.70523412,60623,Mural,"This Selena-inspired mural was created by Yollocalli youth interns Joe Mora, Gilberto Sandoval, Fatima Garcia & Gabriela Ibarra, aka the Pop Up Mural Shop,  in the summer of 2014."
Galeria del Barrio,1302 West 16th St,60608,Aurelio Diaz,,41.85983376,-87.65907732,60608,Mural,
Rectangular Women,619 S. Wabash,60605,Ivan Brunetti,,41.8739881,-87.62583967,60605,Mural,"(Photo Credit: Columbia College Chicago) I was obsessed for a time with creating a statuesque yet cartoon-like image '"drawn'" with painter''s tape, using only perpendicular and parallel lines (and no diagonals), in which the wall color served also as the line. I also hoped the boxiness of the resulting image would interact playfully with all the nearby architecture. This piece was created specifically for the new ShopColumbia space."
Slime Mountain,623 S. Wabash,60605,Heidi Unkefer,,41.87390846,-87.62583771,60605,Mural,"Columbia alumni, Heidi Unkefer, composes her largest mural to date in her signature illustrative style.  Heidi was chosen as the winner of the second WAC alumni competition hosted by Columbia College Chicago."
High Tide,777 S. State,60605,Amuse 126,,41.87185333,-87.62738022,60605,Mural,"(Photo Credit: Sandra Steinbrecher) AMUSE 126, a Chicago native, lures an unaware audience into a new dimension of abstract typography and illustrative design with his murals.  Chicago Truborn Gallery and Group Fox partnered with the Wabash Arts Corridor to bring this piece to life as part of the inaugural Big Walls festival!"
The Valley North,1551 S Blue Island Ave,60608,Justus Roe,,41.86038369,-87.65883644,60608,Mural,abstract landscape painting
A Time To Unite,4043 South Drexel Blvd,60636,"Calvin Jones, Justine Devan, and Mitchell Caton",,41.82040592,-87.6044939,60636,Mural,"1976. Artists Calvin Jones, Justine Devan, and Mitchell Caton. A Time To Unite was created as a call to renew racial solidarity. The mural includes images of neighborhood residents in order '"to portray the historic unity of family, community, cultural heritage, and nation in the African-American tradition'". From 1976"
Come to Light,5659 North Lake Shore Dr,60660,Brett Whitacre,,41.98555677,-87.65336148,60660,Mural,"Completed: 2011 Artist: Brett Whitacre Come to Light, was designed to represent a change in light over the course of a day and also the change that happens within each of us. From one wall to the next wall, The artist wanted the size, color, shape, and details of the piece to change as it traveled from one wall through the second and to the last one."
