name,address,install_date,designation_date,artist,latitude,longitude,zip_code,type,description_of_artwork
Unknown,1551 W Homer Street,2018,Unknown,Greve,41.91720864,-87.66683738,60642,Mural,A visual artist and Chicago native; Greve began writing graffiti in the early 90;s at the age of 13. Spray paint is the medium that he is most familiar and comfortable; along with acrylics; generally for more detailed works.
Unknown,2045 W Concord Pl,2011,Unknown,Laura Berger,41.91127477,-87.67928033,60647,Mural,None
Lost in Now,25 E Monroe St,2017,Unknown,Dwight White,41.88066939,-87.62680815,60603,Mural,A hidden treasure in the heart of the city. Created to capture the idea that as long as one of them is focused on their love; it won't be lost. Sometimes focus is in a meditation state and other times it's all about setting eyes on what's to be built in the future. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Temple of Bloom,3059 South Central Park Ave,2016,Unknown,"Gloria 'GLOE'"" Talamantes""",41.83714877,-87.71444789,60623,Mural,Created in the summer of 2016; this spray painted mural was a collaboration with students and lead Artist GLO.
16th & Halsted,808 w. 16th st.,2015,Unknown,Justus Roe,41.86001454,-87.64710553,60608,Mural,abstract landscape painting
Alley Wall Project,1401 W 18th St,2014,Unknown,Ricardo Martinez; FEDZ; Thomas; Axel,41.85776469,-87.66138509,60608,Mural,Thanks to Alderman Solis and his Art in Public Spaces Initiative; Yollocalli Youth have been able to create works of art in the alley by our 1401 W 18th street building.
Letter M,1324 W Concord Place,2019,Unknown,Marry Tonnu,41.91240433,-87.66153051,60642,Mural,None
In Service,4000 South Wallace St,2018,Unknown,Cyd Smillie with Arts Alive Chicago,41.82168669,-87.64116028,60609,Mural,None
Paradise Unlost,1242 W Addison Street,2018,Unknown,David Heo,41.94723011,-87.66086909,60613,Mural,This 26 x 15 ft. outdoor mural located in the Lakeview neighborhood in Chicago was executed with the intent to kindle a sense of vibrancy; to beautify a seemingly ordinary neighborhood and to re-emulate the subliminal affects from nature; spirit and empathy. (from artist)
What We Create,1813 W 63rd Street,2017,Unknown,Cyd Smillie,41.77926508,-87.66967833,60636,Mural,"'What we create'"" was funded in part thru an IAP grant from DCASE. It features what women do from house care and child care to creation to keeping dreams. The faces of the women are the faces of women in the community and Elizabeth Catlett on the far right. This mural was painted in part by the campers of I Grow Chicago."""
Be The Change You Want To See,801 S Wabash,2015,Unknown,Kashink,41.87177833,-87.62578912,60605,Mural,French artist; Kashink; is known for painting large four-eyes characters; using bright colors and thick lines. She says she likes exploring the absurdity of social interactions through the theme of masks; the taboo of death and the various ways of dealing with it; especially in the Latino culture. Kashink is also known for wearing a mustache; much like the images she creates. Thanks to Chicago Truborn Gallery for curating this piece. ;Be The Change; (above Kashnik;s piece) painted by Stuk One.
Kinzie Train Depot,372 n. Peoria,2017,Unknown,Justus Roe,41.88849669,-87.65003207,60607,Mural,abstract landscape painting
Letter C,1400 W Wabansia Ave,2019,Unknown,Marry Tonnu,41.91361584,-87.66285163,60642,Mural,None
Jardin Kilbourn,Roscoe Avenue at Kostner Ave,2017,Unknown,Northwest Arts Connection with Erika Doyle,41.942618,-87.737338,60641,Mural,Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question; “What does urban renewal or urban evolution mean to this area?”
An Ode to Eleanor (Youth),835 W Montrose Ave,2019,Unknown,Steven Teller,41.96171341,-87.65132053,60613,Mural,None
Meander,938 East 87th St,2018,Unknown,Jim Bachor,41.73681262,-87.60090571,60619,Mural,Jim Bachor covers the contemporary urban fabric with the ancient technique of mosaic. Known for filling potholes with glass-and-mortar in Meander the artist elongated his scale to the width of a viaduct. He ordered over 1;000 pounds of ceramic tile from Italy to be set in a 90-foot mosaic.   Cut and laid out in the artist’s studio; the intricate but simple design shows three tulips—orange; yellow; and red—with their stems undulating along the mosaic’s expanse. From a distance; the flowers seem to be blowing in the breeze against an abstracted; rolling landscape. Up close; the incredible variety of tones and craftsmanship is apparent. Tiles that make up the orange tulip; for instance; include subtle differences of beige; yellow; and brown. Whether seen strolling by on foot or witnessed at the speed of a moving car; Bachor’s Meander enlivens the sterile space of a viaduct underpass. Jim Bachor covers the contemporary urban fabric with the ancient technique of mosaic. Known for filling potholes with glass-and-mortar in Meander the artist elongated his scale to the width of a viaduct. He ordered over 1;000 pounds of ceramic tile from Italy to be set in a 90-foot mosaic.   Cut and laid out in the artist’s studio; the intricate but simple design shows three tulips—orange; yellow; and red—with their stems undulating along the mosaic’s expanse. From a distance; the flowers seem to be blowing in the breeze against an abstracted; rolling landscape. Up close; the incredible variety of tones and craftsmanship is apparent. Tiles that make up the orange tulip; for instance; include subtle differences of beige; yellow; and brown. Whether seen strolling by on foot or witnessed at the speed of a moving car; Bachor’s Meander enlivens the sterile space of a viaduct underpass.
Beyond,1145 W Wilson Ave,2020,Unknown,Left Handed Wave,41.964697,-87.658953,60640,Mural,None
AVHQ,5232 N Damen Ave,2018,Unknown,Justus Roe,41.97698486,-87.67957802,60625,Mural,abstract landscape painting
untitled,330 N MacChesney Court,2019,Unknown,Ant Ben and Gabe Moskolis,41.88761537,-87.62530112,60601,Mural,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Las Puertas de Paseo Boricua,2547 West Division St,2017,Unknown,Sandra Antongiorgi,41.9028643,-87.69141411,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Street Queen,4654 N Broadway,2020,Unknown,Rodney Duran,41.9666343,-87.6586209,60640,Mural,Uptown Ace Hardware
Luna Negra; 1998,5415 W Higgins Ave,2014,Unknown,Ed Paschke,41.96872306,-87.76207536,60630,Mural,None
The Essanay,1140 Wilson Avenue,2019,Unknown,Michelle Lytle,41.96548895,-87.6591587,60640,Mural,None
Unknown,2801 South Millard Ave,2018,Unknown,Spifster and Chris Silva,41.84061275,-87.71576395,60623,Mural,None
Cultivating Harmony,6241 N. Broadway,2017,Unknown,Molly Z,41.99577698,-87.66029505,60660,Mural,The Edgewater Chamger of Commerce and SSA #26 hired Molly Z to create a mural as part of its public art program. The program is meant to enhance the commercial corridors in Edgewater.
Psychedelic Portal,170 N Dearborn St,2019,Unknown,Peyton Stewart,41.88514243,-87.62962434,60601,Mural,Magical images for the magic of theatre. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Positive Moves in the Game of Life,3942 West North Ave,1988,Unknown,Concetta Morales,41.91000631,-87.72560703,60647,Mural,Completed 1988. Artist Concetta Morales. This mosaic mural is made of a mix of broken tile; marble; and pieces of baked clay. The mural represents; through a game board design; the challenges that today's teenagers face; challenges such as failure/success; peer pressure; and drugs. From 1988
Las Puertas de Paseo Boricua,2546 West Division St,2017,Unknown,Jenny Q.,41.90308512,-87.69129673,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Reaching Back; Moving Forward; Lest We Forget the Song of 47th St,1306 East 47th St,2009,Unknown,Carolyn Elaine and John Pitman Weber,41.80977529,-87.59473652,60653,Mural,"Artist Carolyn Elaine and John Pitman Weber. 2009. This mosiac mural was created to represent and enrich the history of the Hyde Park/Bronzeville area. The mural urges people to know their history: 'Know; Learn; Read'"". Through the use of Adinkra and Native American symbols the mural promotes a message of the importance of history; peace; and tranquility. From 2009"""
Flight Patterns,3410 North Southport Ave,2018,Unknown,Chris Silva with Yollocalli,41.94375528,-87.66407359,60657,Mural,Flight Patterns was done in collaboration with young Artists from Yollocalli Arts Reach. Our Yollocalli team created stencil designs; assisted in making on the fly color decisions; and helped to get everything painted while amping up the overall enjoyment factor of producing this vibrant piece of public art.
Tierra,Road viaduct wall; on W Montrose Ave; under LSD,2019,Unknown,Tony Passero,41.962039,,60630,Mural,None
Abrazando La Vida/Embracing Life,1615 West Chicago Ave,2017,Unknown,Miguel A. Del Real,41.89595361,-87.66790007,60622,Mural,This mural’s positive symbolism; coupled with the strong use of primary colors; intends to bring a reflective energy to the location as a reminder to balance our mind; matter; and soul.
Letter Q,1850 N Elston Ave,2019,Unknown,Marry Tonnu,41.91604997,-87.66628047,60642,Mural,None
Alpha Omega,5500 n Ashland,2013,Unknown,Justus Roe,41.98169128,-87.6699157,60640,Mural,abstract landscape painting
Reach for Peace,1544 West 18th St,2011,Unknown,"Jesus 'Chucho'"" Rodriguez""",41.85791848,-87.66550671,60608,Mural,Created by Yollocalli teens in the summer of 2011; the “Reach for Peace” mural promotes peace & solidarity in Pilsen and surrounding communities.
The Buckingham,59 E Van Buren,2015,Unknown,Never 2501,41.87687878,-87.625411,60605,Mural,A new 8100-square-foot mural from Italian street artist Never 2501;the second mural in a new outdoor series along Wabash Avenue.
The Longroom,1612 W Irving Park Rd #1,2013,Unknown,Justus Roe,41.95439275,-87.66958709,60613,Mural,abstract landscape painting
Make It Good,170 N State St,2019,Unknown,Shawnimals,41.88515323,-87.62807348,60601,Mural,A diverse community is important; especially if we can work toward comon goals. Shawnimals art strives to showcase these ideals. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Do More with Less,4017 N Sheridan Road,2016,Unknown,Matthew Hoffman,41.95505283,-87.65441322,60613,Mural,None
Together We Overcome/Unidos Para Triunfar,2100 West Division St,1971,Unknown,John Pitman Weber,41.90325452,-87.67982505,60622,Mural,Artist John Weber. 1971. The goal of this colorful West town mural was to unite Latino; black; and white gang members in the community. When restored in 1974; a coffin and policeman firing his gun were added to symbolize the recent death of a Puerto Rican youth worker; shot and killed by a policeman. From 1971 (http://picasaweb.google.com/chicagopublicartgroup/1971?feat=embedwebsite)
The Rowan Tree,500 W Englewood Ave,2019,Unknown,Rowan Tree Residents,41.78090936,-87.63761782,60621,Mural,A mosaic mural completed by the residents at Rowan Trees to depict the hope; growth; and deep roots needed for recovery of substance use and mental illness. Art was designed by members of Threshold.
Unknown,2801 South Lawndale Ave,2018,Unknown,Chema Skandal,41.84059445,-87.71698352,60623,Mural,None
Fishing at Hogarth's,1108 West Lawrence Ave,1995,Unknown,Tim Portlock and Beatriz Santiago Munoz,41.96915696,-87.65802546,60640,Mural,Completed 1995. Artists Tim Portlock and Beatriz Santiago Munoz. This mural; painted on the west-facing retaining wall of the El tracks at the Lawrence stop; was designed and painted with the help of 11 Prologue Alternative High School students. From 1996
Letter V,1427 W Willow Street,2019,Unknown,Marry Tonnu,41.9142878,-87.66281791,60642,Mural,None
Las Puertas de Paseo Boricua,2510 West Division St,2017,Unknown,Julio Cesar Montano-Montenegro,41.9030983,-87.68997903,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Viva F;tbol!,1724 S. Ashland Avenue,2017,Unknown,Sam Kirk,41.85789813,-87.66628976,60608,Mural,Commission with Major League Soccer for 2017 All-Star Game in Chicago.
The Seeds We Plant Today Determine Our Growth For Tomorrow,1306 S. Michigan,2017,Unknown,Sam Kirk,41.8655389,-87.62425739,60605,Mural,"(Photo Credit: Sandra Steinbrecher) 'The Seeds We Plant Today Determine Our Growth For Tomorrow; mural highlights the work of Dolores Huerta in her role as an activist for human rights; additionally her strength and persistence as the only woman in a male dominated field. The power fist is a symbol seen in movements for marginalized people throughout history. Further symbolism is reflected in the sun which connects to the roots with the rising fists of the work of our ancestors. It is my duty to create work that makes women more visible; in content and process. My team is made up of strong female artists of color; so when people see us painting this work the message comes full circle and together we change minds. Women of Color must be seen more often as the strong; nurturing leaders that we are."""
Respiration,1346 W. Devon Avenue,2018,Unknown,Mauricio Rodriguez,41.99825284,-87.66486967,60660,Mural,The Edgewater Chamger of Commerce; with the permission of SSA #26 worked with Mauricio Ramirez; the franchises of Anytime Fitness and the property owner to bring more art to the neighborhood
Knowledge Is Power Project 5,1832 West Washington,1992,Unknown,Dalton Brown; Dzine; and Bernard Williams,41.88331129,-87.67313444,60612,Mural,"Completed 1992. Artists Dalton Brown; Dzine; and Bernard Williams. This mural is located at the Henry Horner Boys and Girls Club. The mural symbolizes African American lineage with images of an African map; King Tut; a clenched fist; and the word 'ROOTS'""."""
Rogers,1523 W Albion Ave,2019,Unknown,Justus Roe,42.0016378,-87.66904354,60626,Mural,abstract landscape painting
Temperance,701 N. Damen Ave; Chicago IL 60622,2018,Unknown,Antonio Beniquez,41.89413131,-87.67685467,60622,Mural,fa;ade mural
Letter L,1427 W Willow Street,2019,Unknown,Marry Tonnu,41.9142878,-87.66281791,60642,Mural,None
I Am A Man,1379 N Wolcott Ave,2020,Unknown,Darius Dennis; Robin Alcantara; Jared Diaz; Ephraim Gebre,41.90686,-87.673088,60622,Mural,None
Sky Art Mural,3026 East 91st St,2017,Unknown,Jeff Zimmermann (with SkyART),41.73019968,-87.55002787,60617,Mural,Jeff Zimmerman began this mural by teaching youth at SkyART how to draw abstract shapes. The shapes they created were enlarged and placed throughout the mural to serve as framing devices for more representational images; including the three faces that gaze directly at the viewer.
Openlands Mural,555 West 63rd St,2009,Unknown,Rahmaan Statik,41.77972307,-87.63959602,60621,Mural,Rahmaan statik Statik The Junction Grove mural is a snapshot of Englwood during the early 1900's. The overall image represents the great white flight from Englewood during the early 20th century. It also focuses on the importance of the Pullman Porters during this time. Over all the community response and perception was positive.
otherworldly,1745 W. Chicago Ave; Chicago IL 60622,2017,Unknown,Key Detail,41.89589266,-87.67156245,60622,Mural,mural
Libertad,2022 West Cermak Road,2008,Unknown,"Jesus 'Chucho'"" Rodriguez""",41.8522701,-87.6768038,60608,Mural,"In the summer of ''08; Yollocalli teens created this mural; 'Libertad;'"" that speaks to the youth; the community and their culture- check out portraits of Malcolm X; Frida Kahlo; & Rosa Parks."""
Drowning City,501 S Wabash,2016,Unknown,Ruben Aguirre,41.8756261,-87.62587904,60605,Mural,(Photo Credit: Sandra Steinbrecher) Ruben Aguirre is a Chicago-based painter who has transitioned from graffiti writing to an abstract/contemporary muralist. While working on this project Aguirre stated; ;The first inspiration is the space itself. My work is a response to a site specific place; so looking; thinking and reacting with paint is the result of being there.; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Inhale; Exhale,4654 North Broadway,2019,Unknown,David Heo,41.96675345,-87.65849862,60640,Mural,None
Pioneer Social Work,5656 South Stony Island Ave,2011,Unknown,Astrid Fuller,41.79169657,-87.5868573,60637,Mural,Original Artist: Astrid Fuller. 1976. Restoration Completed: 2011 Restoration Artist: Damon Reed Much controversy surrounded this mural; sponsered by the Hyde Park-Kenwood Community Conference; but months later it was finally painted. The mural depicts some of the many contributions of the pioneer social workers; such as civil liberties and peace initiatives. From 1976
Children are our Future,1760 North California Ave,1979,Unknown,Cathy Cajandig; John Weber,41.91374686,-87.69723595,60647,Mural,None
De Generacion en Generacion,2555 S Ridgeway Ave,2018,Unknown,Juan De Lu Mora,41.84453962,-87.71831109,60623,Mural,Black and white mural made with charcole and spray paint mezaleros cutting pinas to make mezcal.
Messages,5804–5856 South Damen Ave,2018,Unknown,Cyd Smillie with Arts Alive Chicago,41.7882892,-87.67428131,60636,Mural,Cyd Smillie worked with Henderson Elementary students and faculty on the theme of peace for two corresponding murals on the walls of the Damen underpass—Messages on the east side; and King of Peace on the west side. King of Peace was designed by Henderson Elementary art teacher Darrell Pulliam; while Cyd Smillie designed Messages with the Henderson students.
Las Puertas de Paseo Boricua,2542 West Division St,2017,Unknown,Cristian Roldan,41.90308696,-87.69112645,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
You Are Beautiful,2334 W Division St,2012,Unknown,Matthew Hoffman,41.90314475,-87.68599652,60622,Mural,None
Letter B,1690 N Elston Ave,2019,Unknown,Marry Tonnu,41.91290391,-87.66394498,60642,Mural,None
My Exploding Head,600 S. Michigan,2016,Unknown,JJ McLuckie,41.87437162,-87.62437953,60605,Mural,None
El Abrazo,944 West 21st St,2017,Unknown,El Paseo Community Garden with Eric J. Garcia; Diana Solís; Katia Péres-Fuentes,41.85401145,-87.64989059,60608,Mural,During the development of the mural El Abrazo—which translates to “The Embrace” in Spanish—25th Ward residents offered concepts of immigration; migration; borders; agriculture and environment. Project Artists worked with five teenage apprentices—Natalie Alicea; Natalie Aparicio; Yazmin Jiminez; Jasmin Martinez; and Jocelyn Tlapa—to form the multigenerational team that painted the mural.
Las Puertas de Paseo Boricua,2701 West Division St,2017,Unknown,Reynaldo Rodriguez,41.90283677,-87.69453754,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Unknown,1551 W Homer Street,2018,Unknown,Tanner Woodford,41.91720864,-87.66683738,60642,Mural,Tanner Woodford is founder and executive director of the Design Museum of Chicago; and teaches at the School of the Art Institute of Chicago.
Have A Dream,3993 South King Dr,1995,Unknown,Siddha Webbe,41.82204495,-87.61680123,60653,Mural,Completed 1995. Artist Siddha Webber. This 16x50 ft mural depicts various images of Martin Luther King Jr. From 1995
Fry,1415 S. Wabash,2016,Unknown,Czr Prz,41.86361937,-87.62559588,60605,Mural,(Photo Credit: Sandra Steinbrecher) CZR PRZ is a Chicago native with over 20 years of experience as a street artist; illustrator; painter; designer and installation/production artist. While working on this project CZR said;  ;Public art has the potential to both inspire as well as to develop an emotional connection to the audiences; surroundings; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Flower Shop,2459 South Christiana,2015,Unknown,Chris Silva,41.84637097,-87.70860251,60623,Mural,This mural was created with 15 Yollocalli youth interns/collaborators in during the summer of 2015 with direction from lead Artist Chris Silva.
Maud the Octopus,1520 W Fulton Street,2018,Unknown,Nora Kate,41.88664527,-87.66524751,60607,Mural,Oringal black and white Octopus set on southwest corner of building
LAKE VIEW,3241 N Lincoln Ave,2017,Unknown,Anthony Lewellen,41.94091163,-87.66935052,60657,Mural,"LAKE VIEW by Anthony Lewellen is an iconic 4;000 square-foot mural that celebrates Lakeview at an intersection that has historically served as the geographical center of the neighborhood. According to Lewellen; who grew up in Lakeview and has been a prominent figure in the Chicago arts community for decades; the artwork presents a visual metaphor that embodies the area''s namesake and simultaneously plays with the notion of personification. 'The central female figure; her hair flowing like waves; towers above the surrounding trees and buildings and in her reflected gaze; we see the horizon clear; blue; open and full of possibilities.'"""""
CoyWolf,1800 North Damen Ave,2017,Unknown,Tony Passero,41.91455946,-87.67770003,60647,Mural,In CoyWolf; two large animals patterned with vibrant shapes stare at the viewer with boldly colored eyes. The coyote/wolf hybrids depicted in the mural now stand as icons of The 606; the nearby innovative public recreation space.
Sacramento & Nelson,3077 N Sacramento Ave,2019,Unknown,Justus Roe,41.93761047,-87.70253038,60618,Mural,abstract landscape painting
Letter H,1650 N Elston Ave,2019,Unknown,Marry Tonnu,41.91197223,-87.66325377,60642,Mural,None
63rd Street Gateway,S Dorchester Ave & E 63rd St,2018,Unknown,Green Star Movement,41.780539,-87.590428,60637,Mural,Green Star Movement; with the help of approximately 500 volunteers; created this mosaic to celebrate the Woodlawn neighborhood and its culture. Elaborate portraits of notable figures; including Barack Obama; Michelle Obama; and singer Minnie Riperton are shaped out of tile. Photographs embedded in the material memorialize other former residents—including Emmett Till and Muhammad Ali. Further highlighting Woodlawn’s rich history; imagery from the front page of the Chicago Crusader; a newspaper headquartered in the neighborhood; is prominently displayed within the mosaic.
Power to the People,99 W. Couch Place,2017,Unknown,Sam Kirk,41.88499046,-87.63077318,60601,Mural,A celebration of electricity and women/women of color working in the trade industries. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Lakefront,1137 W Leland Ave,2020,Unknown,Christian Paz,41.9671,-87.65898,60640,Mural,None
Alley Wall Project,1401 W 18th St,2013,Unknown,Ricardo Martinez; FEDZ; Thomas; Axel,41.85776469,-87.66138509,60608,Mural,Thanks to Alderman Solis and his Art in Public Spaces Initiative; Yollocalli Youth have been able to create works of art in the alley by our 1401 W 18th street building.
Woodlawn Works,1401 East Marquette Road,2015,Unknown,Rahmann Statik; Damon Lamar Reed; Max Sansing; Bernard Williams,41.77501949,-87.59105335,60637,Mural,None
Goralu; Czy Ci Nie Zal,600 S Michigan,2016,Unknown,Zor Zor Zor,41.87437162,-87.62437953,60605,Mural,(Photo Credit: Sandra Steinbrecher) While working on this project Zor Zor Zor stated; ;The inspiration for the WAC wall piece is my culture and where I come from. My parents moved to Chicago from southern Poland in the 70;s. We are highlanders or in polish ;Gorale;. I chose to paint a dancing couple dressed in traditional ;Goralskie; costume.;-  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
This is Lakeview,3409 N. Paulina,2018,Unknown,Lauren Asta,41.94362991,-87.67106145,60657,Mural,;Creating public artwork allows me to visually stimulate an audience and inspire them with my cast of characters doing what they do best: being humorous about the human experience. The enormous amount of intentional memories created in front of my murals are so profound it should continually remind us that art is an extremely important part of our lives. People watch and document the process from start to finish and ultimately feel attached to the project. Art creates an emotional connection within us. It allows us to pay attention and to be connected to it and thus be connected with others. My desire to contribute something positive and worthwhile is so strong one might say art is what makes me feel human. This project was a great experience and example of why public art is so important. I wanted the community to be proud of something positive that belongs to them. To have it be a constant reminder to be bold; to flex the hustle; and to hopefully have the desire to create something;big or small.; THIS IS LAKEVIEW is funded by Special Service Area 27; whose mission is to support a vibrant local economy and high quality of life for the benefit of Lakeview businesses and residents by improving and enhancing public streets and spaces; creating memorable experiences; encouraging spending locally and promoting the neighborhood. The mural is part of the Lakeview Low-Line; which re-envisions the half-mile space beneath the CTA ;L; tracks between Southport and Lincoln avenues as an exciting Chicago art destination and a fun and dynamic path connecting Lakeview. Learn more at www.lakeviewlowline.com.
Las Puertas de Paseo Boricua,2628 West Division St,2017,Unknown,Cristian Roldan,41.90306762,-87.69314756,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
The Dream,430 W 35th Street,2016,Unknown,Cyd Smillie,41.83097343,-87.63749845,60616,Mural,Arts Alive Chicago spearheaded this massive mural project on 35th street that included over 200 volunteers and community members painting Cyd Smillie;s designs. The north wall; ;The Dream; traces the dreams of a baseball fan learning how to play the game; hit the winning homerun and celebrating with a parade. This mural includes images of local architectural landmarks; the Sox mascot and long time organ player and many others.
We Own The Future,916 S Wabash,2014,Unknown,Shepard Fairey,41.87004169,-87.6260414,60605,Mural,Columbia College Chicago has teamed up with Shepard Fairey (OBEY series; Obama HOPE) and three other;Art Alliance: The Provocateurs;artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with;Lollapalooza. Four of the top names in subversive street art;Shepard Fairey; Cleon Peterson; POSE; and RETNA;have used the corridor as their ;living urban canvas;; injecting provocative; large-scale artworks into one of Chicago;s major emerging art scenes.;The outdoor art; as part of the Wabash Arts Corridor; will remain indefinitely.
Black Women Emerging,4112 South Cottage Grove Ave,1977,Unknown,Justine Presha' DeVan,41.81992522,-87.60693771,60653,Mural,Artist Justine Presha' DeVan. 1977. Black Women Emerging is a mural dedicated to African-American women; many female community members; young and old; helped prime and paint the mural. From 1977
RORA,536 West Erie St,1999,Unknown,Ginny Sykes,41.89399188,-87.64284995,60654,Mural,"(At Erie St and the Chicago River). 1999. Artist Ginny Sykes. The title of this two part mosaic is Rora; a Potowami word that means 'confluence'"". This abstracted mosaic represents the past; present; and future of the Chicago River and its relationship with the City. From 1999"""
The Great Wall of Chicago,8701 South Vincennes Ave,2018,Unknown,Rahmaan Statik,41.736157,-87.645218,60620,Mural,In The Great Wall of Chicago; Statik situates portraits of Auburn Gresham residents in an environment that is both local and cosmic. Improving oneself and one’s community is a central and unifying theme.
Garfield Park Conservatory Alliance Mosaic,N Hamlin Ave and Lake St,2007,Unknown,Mirtes Zwierzynski,,,60624,Mural,None
Wall of Hope,1856 South Loomis,2010,Unknown,"Jesus 'Chucho'"" Rodriguez""",41.85615719,-87.66141803,60608,Mural,"Yollocalli students; along with Chucho created a powerful a mural titled; 'Wall of Hope'"" for the local Pilsen organization; San Jose Obrero Mission. The mural displays awareness and commitment to the community."""
I Will...,4730 North Sheridan Rd,nan,Unknown,Tracy Van Duinen,41.96813738,-87.65495695,60640,Mural,Artist: Tracy Van Duinen Assitant: Todd Osborne the images that make up the macro design reveal what takes place at the agency. This includes the psychiatric; social work; hip hop workshops; tech center; art and circus acrobatics programs. The figures are tracing from photographs taken from around the agency. The supporting text that surrounds these images competes their meaning. The words were collected from people working at every level from board members to the youth. The words also complete the title of the mural; I will... mentor; choose; grow; create; respect; inspire; etc.
I Will...,4730 North Sheridan Rd,nan,Unknown,Tracy Van Duinen,41.96813738,-87.65495695,60640,Mural,Artist: Tracy Van Duinen Assitant: Todd Osborne the images that make up the macro design reveal what takes place at the agency. This includes the psychiatric; social work; hip hop workshops; tech center; art and circus acrobatics programs. The figures are tracing from photographs taken from around the agency. The supporting text that surrounds these images competes their meaning. The words were collected from people working at every level from board members to the youth. The words also complete the title of the mural; I will... mentor; choose; grow; create; respect; inspire; etc.
City Mindset,1265 W Wilson Ave,2020,Unknown,A Zak,41.96525,-87.66192,60640,Mural,None
Wagnolia Beach,4600 N Magnolia Ave,2019,Unknown,Caroline Brown,41.96543519,-87.66117219,60640,Mural,None
Becoming,4400 West Roscoe St,2017,Unknown,Northwest Arts Connection with AnySquared Projects Tracy Kostenbader; Rosa Pineda; and Holiday Gerry,41.94271413,-87.73722091,60641,Mural,Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question; “What does urban renewal or urban evolution mean to this area?”
Vivian Maier,1651-53 W North Ave,2017,Unknown,Eduardo Kobra,41.91049264,-87.66975616,60622,Mural,None
Rompiendo Las Cadenas/Breaking the Chains,1458 North Rockwell St,1971,Unknown,John Pitman Weber,41.90834907,-87.69222102,60622,Mural,"Artist John Pitman Weber. 1971. This mural depicts 'community unity in their attempts to break the chains of poverty'"". From 1971 (http://picasaweb.google.com/chicagopublicartgroup/1971?feat=embedwebsite)"""
Letter R,1668 N Ada Street,2019,Unknown,Marry Tonnu,41.91266881,-87.66224173,60642,Mural,None
Desenredando Fronteras (Unraveling Borders #2),1306 S Michigan,2017,Unknown,Hector Duarte,41.8655389,-87.62425739,60605,Mural,(Photo Credit: Sandra Steinbrecher)I relate everything with this theme to immigration. The butterfly flies from Canada to Mexico. The butterflies fly freely; and the human being does not;they go and come back.
