,artist,name,year_installed,address,zip_code,latitude,longitude,type,landmark_designation_date,description_of_artwork
41,Dmnology,Stars & Styles,2016,618 S. Wabash,60605.0,41.87398405,-87.62613334,Mural,,"(Photo Credit: Sandra Steinbrecher) DMNOLOGY or �DMN� the graffiti sorcerer, hails from the city of Chicago. He embarked on his artistic journey at an early age in the inner city neighborhoods, spray painting his nom de plume �Demon� on the walls and elevated trains of Chicago. Although, he prefers to call it the �Wild Onion� style in reference to the indigenous name of Chicago. His style ranges from abstract to illustrative."
42,Sam Kirk and Sandra Antongiorgi,I Am Logan Square,2017,2639 North Milwaukee Ave,60647.0,41.92979861,-87.70837014,Mural,,"To create I Am Logan Square, Kirk and fellow Artists Sandra Antongiorgi and Jenny Q worked to understand what was important to community members. The large, vibrant mural asks residents to remember the past and consider the people and systems that create and define communities"
43,Green Star Movement,We Are One,2018,3141 West 79th St,60652.0,41.74963234,-87.70153712,Mural,,"Green Star Movement responded to the 18th Ward’s request for a mural design that would connect the neighborhoods that make up the Ward. Chicago is divided into 50 wards, whose boundaries change as a result of the federal census to give equal representation based on population. Wards sometimes contain multiple neighborhoods, since neighborhood boundaries do not shift. Located in the center of the Ward, the mosaic wraps around the Metra viaduct walls at a busy intersection and the names of five neighborhoods—Auburn Gresham, Ashburn, Chicago Lawn, Scottsdale, Wrightwood—span across it. The mosaic also seeks to showcase the diversity in the area, make the viaduct more pedestrian friendly, and highlight that many ward residents are civil servants, including police and fire fighters."
44,E. LEE,Looming Large,2020,1140 W Wilson Ave,60640.0,41.9655,-87.65906,Mural,,
45,Andrea Dunn,Peacock,2016,623 S. Wabash,60605.0,41.87390846,-87.62583771,Mural,,"(Photo Credit: Sandra Steinbrecher) Andrea Dunn is the winner of the 2016 People�s Choice mural. While working on this project Dunn stated, � The peacock is a symbol of allowing myself to be free and explore abstract shapes, but in a contained space.�-  as quoted in Sandra"
46,Tara McPherson,,2018,1551 W Homer Street,60642.0,41.91720864,-87.66683738,Mural,,"Tara McPherson is an artist based in New York. Creating art about people and their odd ways, her characters seem to exude an idealized innocence with a glimpse of hard earned wisdom in their eyes. Her portraits explore the realms of our psychological states via myths, legends, astronomy, physics, nature, love, loss, childhood and good old life experience. Giving us a peek into the complexities of the human psyche through her otherwordly characters."
47,Marina Zumi,Impossible Meeting,2016,901 S. Michigan,60605.0,41.8705633,-87.62399297,Mural,,"(Photo Credit: Sandra Steinbrecher) Marina Zumi is most associated with the early street art scene and her work with one of the formative groups �Expression Sessions� in Buenos Aires. Zumi came to street art from a fashion design background which has contributed to the development of a unique style that is colorful and feminine.

While working on this project Zumi stated,  �My motivation comes in my daily life. I try to reflect human behavior through natural and animal scenes� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
49,Chema Skandal,Together We Fly Higher,2017,2406 South Central Park Ave,60623.0,41.84777119,-87.71503378,Mural,,This mural was created by Yollocalli Public Art interns with Chema Skandal For Cardenas School in the summer of 2017.
50,Missy Rosa,Las Puertas de Paseo Boricua,2017,2517 West Division St,60622.0,41.90287692,-87.69018293,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
51,Reco The Great and Barrett Keithley,King's Ranson,2019,330 N MacChesney Court,60601.0,41.88761537,-87.62530112,Mural,,"King's Ransom is about the multiplicity of an individual's personality. The joker, the squire, and the king are within us all. It's up to us to know when to use which character in the right situation. The king can be hostage to other parts of his own character. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation."
52,Justus Roe,South Old Irving,2019,3928 W Cornelia Ave,60618.0,41.94468083,-87.72606579,Mural,,abstract landscape painting
53,Greve,,2018,1551 W Homer Street,60642.0,41.91720864,-87.66683738,Mural,,"A visual artist and Chicago native, Greve began writing graffiti in the early 90�s at the age of 13. Spray paint is the medium that he is most familiar and comfortable, along with acrylics, generally for more detailed works."
54,Laura Berger,,2011,2045 W Concord Pl,60647.0,41.91127477,-87.67928033,Mural,,
55,Dwight White,Lost in Now,2017,25 E Monroe St,60603.0,41.88066939,-87.62680815,Mural,,"A hidden treasure in the heart of the city. Created to capture the idea that as long as one of them is focused on their love, it won't be lost. Sometimes focus is in a meditation state and other times it's all about setting eyes on what's to be built in the future. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation."
56,"Gloria ""GLOE"" Talamantes",Temple of Bloom,2016,3059 South Central Park Ave,60623.0,41.83714877,-87.71444789,Mural,,"Created in the summer of 2016, this spray painted mural was a collaboration with students and lead Artist GLO."
57,Justus Roe,16th & Halsted,2015,808 w. 16th st.,60608.0,41.86001454,-87.64710553,Mural,,abstract landscape painting
58,"Ricardo Martinez, FEDZ, Thomas, Axel",Alley Wall Project,2014,1401 W 18th St,60608.0,41.85776469,-87.66138509,Mural,,"Thanks to Alderman Solis and his Art in Public Spaces Initiative, Yollocalli Youth have been able to create works of art in the alley by our 1401 W 18th street building."
59,Marry Tonnu,Letter M,2019,1324 W Concord Place,60642.0,41.91240433,-87.66153051,Mural,,
60,"Cyd Smillie with
Arts Alive Chicago",In Service,2018,4000 South Wallace St,60609.0,41.82168669,-87.64116028,Mural,,
61,David Heo,Paradise Unlost,2018,1242 W Addison Street,60613.0,41.94723011,-87.66086909,Mural,,"This 26 x 15 ft. outdoor mural located in the Lakeview neighborhood in Chicago was executed with the intent to kindle a sense of vibrancy, to beautify a seemingly ordinary neighborhood and to re-emulate the subliminal affects from nature, spirit and empathy. (from artist)"
62,Cyd Smillie,What We Create,2017,1813 W 63rd Street,60636.0,41.77926508,-87.66967833,Mural,,"""What we create"" was funded in part thru an IAP grant from DCASE. It features what women do from house care and child care to creation to keeping dreams. The faces of the women are the faces of women in the community and Elizabeth Catlett on the far right. This mural was painted in part by the campers of I Grow Chicago."
63,Kashink,Be The Change You Want To See,2015,801 S Wabash,60605.0,41.87177833,-87.62578912,Mural,,"French artist, Kashink, is known for painting large four-eyes characters, using bright colors and thick lines. She says she likes exploring the absurdity of social interactions through the theme of masks, the taboo of death and the various ways of dealing with it, especially in the Latino culture. Kashink is also known for wearing a mustache, much like the images she creates. Thanks to Chicago Truborn Gallery for curating this piece. �Be The Change� (above Kashnik�s piece) painted by Stuk One."
64,Justus Roe,Kinzie Train Depot,2017,372 n. Peoria,60607.0,41.88849669,-87.65003207,Mural,,abstract landscape painting
65,Marry Tonnu,Letter C,2019,1400 W Wabansia Ave,60642.0,41.91361584,-87.66285163,Mural,,
66,"Northwest
Arts
Connection with Erika Doyle",Jardin Kilbourn,2017,Roscoe Avenue at Kostner Ave,60641.0,41.942617999999996,-87.737338,Mural,,"Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question, “What does urban renewal or urban evolution mean to this area?”"
67,Steven Teller,An Ode to Eleanor (Youth),2019,835 W Montrose Ave,60613.0,41.96171341,-87.65132053,Mural,,
68,Jim Bachor,Meander,2018,938 East 87th St,60619.0,41.73681262,-87.60090571,Mural,,"Jim Bachor covers the contemporary urban fabric with the ancient technique of mosaic. Known for filling potholes with glass-and-mortar in Meander the artist elongated his scale to the width of a viaduct. He ordered over 1,000 pounds of ceramic tile from Italy to be set in a 90-foot mosaic.
 
Cut and laid out in the artist’s studio, the intricate but simple design shows three tulips—orange, yellow, and red—with their stems undulating along the mosaic’s expanse. From a distance, the flowers seem to be blowing in the breeze against an abstracted, rolling landscape. Up close, the incredible variety of tones and craftsmanship is apparent. Tiles that make up the orange tulip, for instance, include subtle differences of beige, yellow, and brown. Whether seen strolling by on foot or witnessed at the speed of a moving car, Bachor’s Meander enlivens the sterile space of a viaduct underpass.
Jim Bachor covers the contemporary urban fabric with the ancient technique of mosaic. Known for filling potholes with glass-and-mortar in Meander the artist elongated his scale to the width of a viaduct. He ordered over 1,000 pounds of ceramic tile from Italy to be set in a 90-foot mosaic.
 
Cut and laid out in the artist’s studio, the intricate but simple design shows three tulips—orange, yellow, and red—with their stems undulating along the mosaic’s expanse. From a distance, the flowers seem to be blowing in the breeze against an abstracted, rolling landscape. Up close, the incredible variety of tones and craftsmanship is apparent. Tiles that make up the orange tulip, for instance, include subtle differences of beige, yellow, and brown. Whether seen strolling by on foot or witnessed at the speed of a moving car, Bachor’s Meander enlivens the sterile space of a viaduct underpass."
69,Left Handed Wave,Beyond,2020,1145 W Wilson Ave,60640.0,41.964696999999994,-87.658953,Mural,,
70,Sandra Antongiorgi,Las Puertas de Paseo Boricua,2017,2547 West Division St,60622.0,41.9028643,-87.69141411,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
71,Rodney Duran,Street Queen,2020,4654 N Broadway,60640.0,41.9666343,-87.6586209,Mural,,Uptown Ace Hardware
72,Ed Paschke,"Luna Negra, 1998",2014,5415 W Higgins Ave,60630.0,41.96872306,-87.76207536,Mural,,
73,Michelle Lytle,The Essanay,2019,1140 Wilson Avenue,60640.0,41.96548895,-87.6591587,Mural,,
74,Spifster and Chris Silva,,2018,2801 South Millard Ave,60623.0,41.84061275,-87.71576395,Mural,,
75,Molly Z,Cultivating Harmony,2017,6241 N. Broadway,60660.0,41.99577698,-87.66029505,Mural,,The Edgewater Chamger of Commerce and SSA #26 hired Molly Z to create a mural as part of its public art program. The program is meant to enhance the commercial corridors in Edgewater.
76,Peyton Stewart,Psychedelic Portal,2019,170 N Dearborn St,60601.0,41.88514243,-87.62962434,Mural,,Magical images for the magic of theatre. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
77,Concetta Morales,Positive Moves in the Game of Life,1988,3942 West North Ave,60647.0,41.91000631,-87.72560703,Mural,,"Completed 1988. Artist Concetta Morales. This mosaic mural is made of a mix of broken tile, marble, and pieces of baked clay. The mural represents, through a game board design, the challenges that today's teenagers face; challenges such as failure/success, peer pressure, and drugs. From 1988"
78,Jenny Q.,Las Puertas de Paseo Boricua,2017,2546 West Division St,60622.0,41.90308512,-87.69129673,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
79,Carolyn Elaine and John Pitman Weber,"Reaching Back, Moving Forward, Lest We Forget the Song of 47th St",2009,1306 East 47th St,60653.0,41.80977529,-87.59473652,Mural,,"Artist Carolyn Elaine and John Pitman Weber. 2009. This mosiac mural was created to represent and enrich the history of the Hyde Park/Bronzeville area. The mural urges people to know their history: ""Know, Learn, Read"". Through the use of Adinkra and Native American symbols the mural promotes a message of the importance of history, peace, and tranquility. From 2009"
80,Chris Silva with Yollocalli,Flight Patterns,2018,3410 North Southport Ave,60657.0,41.94375528,-87.66407359,Mural,,"Flight Patterns was done in collaboration with young Artists from Yollocalli Arts Reach. Our Yollocalli team created stencil designs, assisted in making on the fly color decisions, and helped to get everything painted while amping up the overall enjoyment factor of producing this vibrant piece of public art."
81,Tony Passero,Tierra,2019,"Road viaduct wall, on W Montrose Ave, under LSD",60630.0,41.962039000000004,,Mural,,
82,Miguel A. Del Real,Abrazando La Vida/Embracing Life,2017,1615 West Chicago Ave,60622.0,41.89595361,-87.66790007,Mural,,"This mural’s positive symbolism, coupled with the strong use of primary colors, intends to bring a reflective energy to the location as a reminder to balance our mind, matter, and soul."
83,Marry Tonnu,Letter Q,2019,1850 N Elston Ave,60642.0,41.91604997,-87.66628047,Mural,,
84,Justus Roe,Alpha Omega,2013,5500 n Ashland,60640.0,41.98169128,-87.6699157,Mural,,abstract landscape painting
85,"Jesus ""Chucho"" Rodriguez",Reach for Peace,2011,1544 West 18th St,60608.0,41.85791848,-87.66550671,Mural,,"Created by Yollocalli teens in the summer of 2011, the “Reach for Peace” mural promotes peace & solidarity in Pilsen and surrounding communities."
86,Never 2501,The Buckingham,2015,59 E Van Buren,60605.0,41.87687878,-87.625411,Mural,,A new 8100-square-foot mural from Italian street artist Never 2501�the second mural in a new outdoor series along Wabash Avenue.
87,Justus Roe,The Longroom,2013,1612 W Irving Park Rd #1,60613.0,41.95439275,-87.66958709,Mural,,abstract landscape painting
88,Shawnimals,Make It Good,2019,170 N State St,60601.0,41.88515323,-87.62807348,Mural,,"A diverse community is important, especially if we can work toward comon goals. Shawnimals art strives to showcase these ideals. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation."
89,Matthew Hoffman,Do More with Less,2016,4017 N Sheridan Road,60613.0,41.95505283,-87.65441322,Mural,,
90,John Pitman Weber,Together We Overcome/Unidos Para Triunfar,1971,2100 West Division St,60622.0,41.90325452,-87.67982505,Mural,,"Artist John Weber. 1971. The goal of this colorful West town mural was to unite Latino, black, and white gang members in the community. When restored in 1974, a coffin and policeman firing his gun were added to symbolize the recent death of a Puerto Rican youth worker, shot and killed by a policeman. From 1971 (http://picasaweb.google.com/chicagopublicartgroup/1971?feat=embedwebsite)"
91,Rowan Tree Residents,The Rowan Tree,2019,500 W Englewood Ave,60621.0,41.78090936,-87.63761782,Mural,,"A mosaic mural completed by the residents at Rowan Trees to depict the hope, growth, and deep roots needed for recovery of substance use and mental illness. Art was designed by members of Threshold."
92,Chema Skandal,,2018,2801 South Lawndale Ave,60623.0,41.84059445,-87.71698352,Mural,,
93,Tim Portlock and Beatriz Santiago Munoz,Fishing at Hogarth's,1995,1108 West Lawrence Ave,60640.0,41.96915696,-87.65802546,Mural,,"Completed 1995. Artists Tim Portlock and Beatriz Santiago Munoz. This mural, painted on the west-facing retaining wall of the El tracks at the Lawrence stop, was designed and painted with the help of 11 Prologue Alternative High School students. From 1996"
94,Marry Tonnu,Letter V,2019,1427 W Willow Street,60642.0,41.9142878,-87.66281791,Mural,,
95,Julio Cesar Montano-Montenegro,Las Puertas de Paseo Boricua,2017,2510 West Division St,60622.0,41.903098299999996,-87.68997903,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
96,Sam Kirk,The Seeds We Plant Today Determine Our Growth For Tomorrow,2017,1306 S. Michigan,60605.0,41.8655389,-87.62425739,Mural,,"(Photo Credit: Sandra Steinbrecher) ""The Seeds We Plant Today Determine Our Growth For Tomorrow� mural highlights the work of Dolores Huerta in her role as an activist for human rights, additionally her strength and persistence as the only woman in a male dominated field. The power fist is a symbol seen in movements for marginalized people throughout history. Further symbolism is reflected in the sun which connects to the roots with the rising fists of the work of our ancestors. It is my duty to create work that makes women more visible, in content and process. My team is made up of strong female artists of color, so when people see us painting this work the message comes full circle and together we change minds. Women of Color must be seen more often as the strong, nurturing leaders that we are."
97,Mauricio Rodriguez,Respiration,2018,1346 W. Devon Avenue,60660.0,41.99825284,-87.66486967,Mural,,"The Edgewater Chamger of Commerce, with the permission of SSA #26 worked with Mauricio Ramirez, the franchises of Anytime Fitness and the property owner to bring more art to the neighborhood"
98,"Dalton Brown, Dzine, and Bernard Williams",Knowledge Is Power Project 5,1992,1832 West Washington,60612.0,41.88331129,-87.67313444,Mural,,"Completed 1992. Artists Dalton Brown, Dzine, and Bernard Williams. This mural is located at the Henry Horner Boys and Girls Club. The mural symbolizes African American lineage with images of an African map, King Tut, a clenched fist, and the word ""ROOTS""."
99,Justus Roe,Rogers,2019,1523 W Albion Ave,60626.0,42.0016378,-87.66904354,Mural,,abstract landscape painting
100,Antonio Beniquez,Temperance,2018,"701 N. Damen Ave, Chicago IL 60622",60622.0,41.89413131,-87.67685467,Mural,,fa�ade mural
101,Marry Tonnu,Letter L,2019,1427 W Willow Street,60642.0,41.9142878,-87.66281791,Mural,,
103,Jeff Zimmermann (with SkyART),Sky Art Mural,2017,3026 East 91st St,60617.0,41.73019968,-87.55002787,Mural,,"Jeff Zimmerman began this mural by teaching youth at SkyART how to draw abstract shapes. The shapes they created were enlarged and placed throughout the mural to serve as framing devices for more representational images, including the three faces that gaze directly at the viewer."
104,Rahmaan Statik,Openlands Mural,2009,555 West 63rd St,60621.0,41.77972307,-87.63959602,Mural,,Rahmaan statik Statik The Junction Grove mural is a snapshot of Englwood during the early 1900's. The overall image represents the great white flight from Englewood during the early 20th century. It also focuses on the importance of the Pullman Porters during this time. Over all the community response and perception was positive.
105,Key Detail,otherworldly,2017,"1745 W. Chicago Ave, Chicago IL 60622",60622.0,41.89589266,-87.67156245,Mural,,mural
106,"Jesus ""Chucho"" Rodriguez",Libertad,2008,2022 West Cermak Road,60608.0,41.8522701,-87.67680379999999,Mural,,"In the summer of '08, Yollocalli teens created this mural, ""Libertad,"" that speaks to the youth, the community and their culture- check out portraits of Malcolm X, Frida Kahlo, & Rosa Parks."
107,Ruben Aguirre,Drowning City,2016,501 S Wabash,60605.0,41.8756261,-87.62587904,Mural,,"(Photo Credit: Sandra Steinbrecher) Ruben Aguirre is a Chicago-based painter who has transitioned from graffiti writing to an abstract/contemporary muralist.
While working on this project Aguirre stated, �The first inspiration is the space itself. My work is a response to a site specific place, so looking, thinking and reacting with paint is the result of being there.� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
108,David Heo,"Inhale, Exhale",2019,4654 North Broadway,60640.0,41.96675345,-87.65849862,Mural,,
109,Astrid Fuller,Pioneer Social Work,2011,5656 South Stony Island Ave,60637.0,41.79169657,-87.58685729999999,Mural,,"Original Artist: Astrid Fuller. 1976. Restoration Completed: 2011 Restoration Artist: Damon Reed Much controversy surrounded this mural, sponsered by the Hyde Park-Kenwood Community Conference, but months later it was finally painted. The mural depicts some of the many contributions of the pioneer social workers, such as civil liberties and peace initiatives. From 1976"
110,"Cathy Cajandig, John Weber",Children are our Future,1979,1760 North California Ave,60647.0,41.91374686,-87.69723595,Mural,,
111,Juan De Lu Mora,De Generacion en Generacion,2018,2555 S Ridgeway Ave,60623.0,41.84453962,-87.71831109,Mural,,Black and white mural made with charcole and spray paint mezaleros cutting pinas to make mezcal.
112,"Cyd Smillie with
Arts Alive Chicago",Messages,2018,5804–5856 South Damen Ave,60636.0,41.78828920000001,-87.67428131,Mural,,"Cyd Smillie worked with Henderson Elementary students and faculty on the theme of peace for two corresponding murals on the walls of the Damen underpass—Messages on the east side, and King of Peace on the west side. King of Peace was designed by Henderson Elementary art teacher Darrell Pulliam, while Cyd Smillie designed Messages with the Henderson students."
114,Matthew Hoffman,You Are Beautiful,2012,2334 W Division St,60622.0,41.90314475,-87.68599652,Mural,,
116,JJ McLuckie,My Exploding Head,2016,600 S. Michigan,60605.0,41.87437162,-87.62437953,Mural,,
117,"El Paseo
Community
Garden with Eric J. Garcia, Diana Solís, Katia Péres-Fuentes",El Abrazo,2017,944 West 21st St,60608.0,41.85401145,-87.64989059,Mural,,"During the development of the mural El Abrazo—which translates to “The Embrace” in Spanish—25th Ward residents offered concepts of immigration, migration, borders, agriculture and environment. Project Artists worked with five teenage apprentices—Natalie Alicea, Natalie Aparicio, Yazmin Jiminez, Jasmin Martinez, and Jocelyn Tlapa—to form the multigenerational team that painted the mural."
118,Reynaldo Rodriguez,Las Puertas de Paseo Boricua,2017,2701 West Division St,60622.0,41.90283677,-87.69453754,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
119,Justus Roe,Logan,2019,2827 N Spaulding Ave,60618.0,41.93284869,-87.70973589,Mural,,abstract landscape painting
120,Justus Roe,AVHQ,2018,5232 N Damen Ave,60625.0,41.97698486,-87.67957802,Mural,,abstract landscape painting
121,Ant Ben and Gabe Moskolis,untitled,2019,330 N MacChesney Court,60601.0,41.88761537,-87.62530112,Mural,,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
122,Sam Kirk,Viva F�tbol!,2017,1724 S. Ashland Avenue,60608.0,41.85789813,-87.66628976,Mural,,Commission with Major League Soccer for 2017 All-Star Game in Chicago.
124,Tanner Woodford,,2018,1551 W Homer Street,60642.0,41.91720864,-87.66683738,Mural,,"Tanner Woodford is founder and executive director of the Design Museum of Chicago, and teaches at the School of the Art Institute of Chicago."
125,Siddha Webbe,Have A Dream,1995,3993 South King Dr,60653.0,41.82204495,-87.61680123,Mural,,Completed 1995. Artist Siddha Webber. This 16x50 ft mural depicts various images of Martin Luther King Jr. From 1995
126,Czr Prz,Fry,2016,1415 S. Wabash,60605.0,41.86361937,-87.62559588,Mural,,"(Photo Credit: Sandra Steinbrecher) CZR PRZ is a Chicago native with over 20 years of experience as a street artist, illustrator, painter, designer and installation/production artist.
While working on this project CZR said,  �Public art has the potential to both inspire as well as to develop an emotional connection to the audiences� surroundings� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
127,Chris Silva,Flower Shop,2015,2459 South Christiana,60623.0,41.84637097,-87.70860251,Mural,,This mural was created with 15 Yollocalli youth interns/collaborators in during the summer of 2015 with direction from lead Artist Chris Silva.
128,Nora Kate,Maud the Octopus,2018,1520 W Fulton Street,60607.0,41.88664527,-87.66524751,Mural,,Oringal black and white Octopus set on southwest corner of building
129,Anthony Lewellen,LAKE VIEW,2017,3241 N Lincoln Ave,60657.0,41.94091163,-87.66935052,Mural,,"LAKE VIEW by Anthony Lewellen is an iconic 4,000 square-foot mural that celebrates Lakeview at an intersection that has historically served as the geographical center of the neighborhood. According to Lewellen, who grew up in Lakeview and has been a prominent figure in the Chicago arts community for decades, the artwork presents a visual metaphor that embodies the area's namesake and simultaneously plays with the notion of personification. ""The central female figure, her hair flowing like waves, towers above the surrounding trees and buildings and in her reflected gaze, we see the horizon clear, blue, open and full of possibilities."""
130,Tony Passero,CoyWolf,2017,1800 North Damen Ave,60647.0,41.91455946,-87.67770003,Mural,,"In CoyWolf, two large animals patterned with vibrant shapes stare at the viewer with boldly colored eyes. The coyote/wolf hybrids depicted in the mural now stand as icons of The 606, the nearby innovative public recreation space."
131,Justus Roe,Sacramento & Nelson,2019,3077 N Sacramento Ave,60618.0,41.93761047,-87.70253038,Mural,,abstract landscape painting
132,Marry Tonnu,Letter H,2019,1650 N Elston Ave,60642.0,41.91197223,-87.66325377,Mural,,
133,Green Star Movement,63rd Street Gateway,2018,S Dorchester Ave & E 63rd St,60637.0,41.780539000000005,-87.590428,Mural,,"Green Star Movement, with the help of approximately 500 volunteers, created this mosaic to celebrate the Woodlawn neighborhood and its culture. Elaborate portraits of notable figures, including Barack Obama, Michelle Obama, and singer Minnie Riperton are shaped out of tile. Photographs embedded in the material memorialize other former residents—including Emmett Till and Muhammad Ali. Further highlighting Woodlawn’s rich history, imagery from the front page of the Chicago Crusader, a newspaper headquartered in the neighborhood, is prominently displayed within the mosaic."
134,Sam Kirk,Power to the People,2017,99 W. Couch Place,60601.0,41.88499046,-87.63077318,Mural,,A celebration of electricity and women/women of color working in the trade industries. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
135,Christian Paz,Lakefront,2020,1137 W Leland Ave,60640.0,41.9671,-87.65898,Mural,,
136,"Ricardo Martinez, FEDZ, Thomas, Axel",Alley Wall Project,2013,1401 W 18th St,60608.0,41.85776469,-87.66138509,Mural,,"Thanks to Alderman Solis and his Art in Public Spaces Initiative, Yollocalli Youth have been able to create works of art in the alley by our 1401 W 18th street building."
137,"Rahmann Statik, Damon Lamar Reed, Max Sansing, Bernard Williams",Woodlawn Works,2015,1401 East Marquette Road,60637.0,41.77501949,-87.59105335,Mural,,
138,Zor Zor Zor,"Goralu, Czy Ci Nie Zal",2016,600 S Michigan,60605.0,41.87437162,-87.62437953,Mural,,"(Photo Credit: Sandra Steinbrecher) While working on this project Zor Zor Zor stated, �The inspiration for the WAC wall piece is my culture and where I come from. My parents moved to Chicago from southern Poland in the 70�s. We are highlanders or in polish �Gorale�. I chose to paint a dancing couple dressed in traditional �Goralskie� costume.�-  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016"
139,Lauren Asta,This is Lakeview,2018,3409 N. Paulina,60657.0,41.94362991,-87.67106145,Mural,,"�Creating public artwork allows me to visually stimulate an audience and inspire them with my cast of characters doing what they do best: being humorous about the human experience. The enormous amount of intentional memories created in front of my murals are so profound it should continually remind us that art is an extremely important part of our lives. People watch and document the process from start to finish and ultimately feel attached to the project. Art creates an emotional connection within us. It allows us to pay attention and to be connected to it and thus be connected with others. My desire to contribute something positive and worthwhile is so strong one might say art is what makes me feel human. This project was a great experience and example of why public art is so important. I wanted the community to be proud of something positive that belongs to them. To have it be a constant reminder to be bold, to flex the hustle, and to hopefully have the desire to create something�big or small.�
THIS IS LAKEVIEW is funded by Special Service Area 27, whose mission is to support a vibrant local economy and high quality of life for the benefit of Lakeview businesses and residents by improving and enhancing public streets and spaces, creating memorable experiences, encouraging spending locally and promoting the neighborhood. The mural is part of the Lakeview Low-Line, which re-envisions the half-mile space beneath the CTA �L� tracks between Southport and Lincoln avenues as an exciting Chicago art destination and a fun and dynamic path connecting Lakeview. Learn more at www.lakeviewlowline.com."
140,Cristian Roldan,Las Puertas de Paseo Boricua,2017,2628 West Division St,60622.0,41.90306762,-87.69314756,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
141,Shepard Fairey,We Own The Future,2014,916 S Wabash,60605.0,41.87004169,-87.6260414,Mural,,"Columbia College Chicago has teamed up with Shepard Fairey (OBEY series, Obama HOPE) and three other�Art Alliance: The Provocateurs�artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with�Lollapalooza. Four of the top names in subversive street art�Shepard Fairey, Cleon Peterson, POSE, and RETNA�have used the corridor as their �living urban canvas,� injecting provocative, large-scale artworks into one of Chicago�s major emerging art scenes.�The outdoor art, as part of the Wabash Arts Corridor, will remain indefinitely."
142,Justine Presha' DeVan,Black Women Emerging,1977,4112 South Cottage Grove Ave,60653.0,41.81992522,-87.60693771,Mural,,"Artist Justine Presha' DeVan. 1977. Black Women Emerging is a mural dedicated to African-American women; many female community members, young and old, helped prime and paint the mural. From 1977"
143,Ginny Sykes,RORA,1999,536 West Erie St,60654.0,41.89399188,-87.64284995,Mural,,"(At Erie St and the Chicago River). 1999. Artist Ginny Sykes. The title of this two part mosaic is Rora, a Potowami word that means ""confluence"". This abstracted mosaic represents the past, present, and future of the Chicago River and its relationship with the City. From 1999"
